user_id,transaction_date,product_category,sale_amount,region,city,age,subscription,status,price,store_id,raw_timestamp,email,username
U1112,2026-04-22,Sports,2132.42,West,Delhi,51,Basic,Cancelled,2474.4,S101,2026-06-22 16:25:00,user112@example.com,user112
U1113,2026-02-27,Furniture,965.89,West,Jaipur,45,Basic,Completed,1258.22,S102,2026-05-25 17:45:00,user113@example.com,user113
U1114,2026-05-05,Clothing,2768.64,East,Pune,60,Premium,Completed,2045.84,S103,2026-05-03 00:36:00,user114@example.com,user114
U1115,2026-03-02,Electronics,883.4,East,Jaipur,33,Basic,Completed,2069.57,S101,2026-04-04 20:51:00,user115@example.com,user115
U1116,2026-04-05,Groceries,4175.38,East,Delhi,46,Premium,Completed,1376.78,S104,2026-06-06 20:57:00,user116@example.com,user116
U1117,2026-01-30,Furniture,580.5,South,Jaipur,20,Premium,Completed,2252.99,S103,2026-05-05 14:58:00,user117@example.com,user117
U1118,2026-04-18,Furniture,1254.45,North,Jaipur,18,Premium,Completed,2946.72,S101,2026-06-25 14:55:00,user118@example.com,user118
U1119,2026-03-20,Electronics,4279.97,North,Delhi,32,Basic,Cancelled,1822.64,S101,2026-05-25 12:09:00,user119@example.com,user119
U1120,2026-02-19,Furniture,4690.33,South,Mumbai,44,Premium,Pending,2637.72,S104,2026-03-26 22:01:00,user120@example.com,user120
U1121,2026-03-19,Electronics,1377.27,East,Mumbai,34,Basic,Cancelled,1520.24,S104,2026-04-30 14:17:00,user121@example.com,user121
U1122,2026-01-26,Sports,3205.4,West,Jaipur,29,Basic,Pending,2922.09,S104,2026-03-31 02:37:00,user122@example.com,user122
U1123,2026-02-16,Electronics,2041.39,North,Delhi,52,Basic,Pending,1379.76,S102,2026-01-08 22:57:00,user123@example.com,
U1124,2026-04-21,Furniture,3755.29,South,Delhi,29,Premium,Completed,2126.03,S104,2026-04-15 06:45:00,user124@example.com,user124
U1125,2026-06-09,Furniture,4611.61,South,Jaipur,38,Basic,Completed,2990.84,S105,2026-06-18 02:04:00,user125@example.com,user125
U1126,2026-06-07,Furniture,698.16,East,Jaipur,24,Premium,Pending,216.83,S101,2026-02-06 22:16:00,user126@example.com,
U1127,2026-04-29,Furniture,980.37,East,Delhi,29,Premium,Pending,134.0,S102,2026-06-16 04:28:00,user127@example.com,user127
U1128,2026-04-30,Sports,373.38,South,Mumbai,38,Premium,Completed,2389.63,S104,2026-05-14 15:11:00,,user128
U1129,2026-05-22,Sports,3019.27,West,Mumbai,40,Premium,Cancelled,1070.38,S102,2026-05-30 09:36:00,user129@example.com,user129
U1130,2026-02-24,Furniture,460.1,North,Mumbai,28,Premium,Pending,545.42,S102,2026-04-13 05:19:00,user130@example.com,user130
U1131,2026-01-30,Furniture,2865.15,South,Pune,31,Premium,Pending,1732.48,S104,2026-03-25 18:05:00,user131@example.com,user131
U1132,2026-04-14,Sports,1938.87,North,Jaipur,45,Premium,Pending,1932.41,S101,2026-01-07 10:45:00,user132@example.com,user132
U1133,2026-02-13,Furniture,1867.54,West,Jaipur,58,Premium,Pending,1468.53,S104,2026-05-06 15:22:00,user133@example.com,user133
U1134,2026-02-27,Electronics,880.38,West,Pune,37,Basic,Completed,1802.85,S101,2026-06-18 05:40:00,user134@example.com,user134
U1135,2026-04-04,Furniture,3041.74,East,Jaipur,59,Premium,Cancelled,1160.39,S105,01/2026/02/05,user135@example.com,user135
U1136,2026-02-05,Groceries,1097.53,East,Jaipur,58,Basic,Pending,2191.42,S104,2026-04-21 18:01:00,user136@example.com,user136
U1137,2026-06-05,Furniture,3717.81,West,Delhi,33,Premium,Completed,130.48,S103,2026-05-07 05:28:00,user137@example.com,user137
U1138,2026-02-01,Sports,545.1,South,Jaipur,31,Premium,Pending,2469.54,S101,2026-04-20 01:39:00,user138@example.com,user138
U1139,2026-02-10,Furniture,1402.58,East,Delhi,50,Basic,Cancelled,2301.63,S104,2026-04-23 10:42:00,user139@example.com,user139
U1140,2026-04-23,Groceries,4956.49,East,Jaipur,54,Premium,Pending,1752.6,S105,2026-05-18 06:56:00,user140@example.com,user140
U1141,2026-04-07,Electronics,2798.6,West,Jaipur,35,Basic,Cancelled,1764.62,S102,2026-06-19 04:08:00,user141@example.com,user141
U1142,2026-02-27,Electronics,3383.81,South,Delhi,41,Basic,Pending,1754.29,S104,2026-05-26 09:12:00,user142@example.com,user142
U1143,2026-05-07,Sports,392.66,South,Mumbai,60,Basic,Completed,2376.07,S102,2026-04-07 21:15:00,user143@example.com,user143
U1144,2026-03-23,Sports,2576.36,South,Delhi,52,Premium,Completed,1547.02,S101,2026-01-27 19:38:00,user144@example.com,user144
U1145,2026-01-02,Groceries,584.3,South,Jaipur,31,Basic,Pending,2753.29,S103,2026-02-18 22:12:00,user145@example.com,user145
U1146,2026-04-08,Groceries,4473.14,West,Delhi,36,Premium,Completed,2952.64,S103,2026-01-17 16:34:00,user146@example.com,user146
U1147,2026-05-13,Electronics,2824.54,East,Jaipur,27,Basic,Cancelled,2395.24,S102,2026-05-14 15:37:00,user147@example.com,user147
U1148,2026-05-28,Furniture,2423.89,East,Jaipur,60,Premium,Completed,2887.31,S104,2026-06-26 00:06:00,user148@example.com,user148
U1149,2026-04-17,Sports,4147.62,South,Jaipur,52,Premium,Cancelled,1829.04,S104,2026-05-01 04:31:00,user149@example.com,user149
U1150,2026-05-09,Furniture,2055.9,South,Delhi,25,Basic,Cancelled,617.67,S104,2026-01-12 08:53:00,user150@example.com,user150
U1151,2026-03-26,Clothing,1768.74,North,Jaipur,35,Premium,Completed,1672.63,S101,2026-03-25 16:02:00,user151@example.com,user151
U1152,2026-04-23,Electronics,542.35,West,Delhi,48,Premium,,1455.93,S101,2026-06-15 03:47:00,user152@example.com,user152
U1153,2026-02-19,Furniture,997.47,East,Jaipur,22,Premium,Completed,2702.68,S104,2026-04-30 13:51:00,user153@example.com,user153
U1154,2026-05-30,Groceries,4665.88,East,Delhi,50,Premium,Cancelled,2099.3,S104,2026-03-11 03:43:00,user154@example.com,user154
U1155,2026-05-03,Furniture,4273.38,West,Jaipur,52,Premium,Completed,2100.92,S104,2026-03-25 09:34:00,user155@example.com,user155
U1156,2026-02-25,Groceries,3493.58,West,Mumbai,52,Premium,Pending,2588.56,S103,2026-06-19 19:43:00,user156@example.com,user156
U1157,2026-01-21,Sports,2631.33,West,Pune,30,Premium,Pending,892.88,S101,2026-04-04 13:02:00,user157@example.com,user157
U1158,2026-02-27,Sports,2520.76,North,Delhi,59,Basic,Pending,1298.45,S105,2026-03-13 18:21:00,user158@example.com,user158
U1159,2026-06-18,Clothing,1786.76,West,Pune,20,Premium,Cancelled,232.5,S101,2026-03-19 18:05:00,user159@example.com,user159
U1160,2026-04-30,Groceries,4217.95,West,Mumbai,55,Basic,,1668.65,S102,2026-02-15 15:36:00,user160@example.com,user160
U1161,2026-05-28,Groceries,2647.67,East,Jaipur,28,Premium,Pending,2675.61,S101,2026-02-25 03:33:00,user161@example.com,user161
U1162,2026-06-23,Furniture,1920.51,East,Mumbai,49,Premium,Completed,1112.32,S102,2026-04-16 07:59:00,user162@example.com,user162
U1163,2026-02-20,Electronics,216.69,West,Jaipur,52,Premium,Completed,2723.26,S104,2026-01-10 01:58:00,user163@example.com,user163
U1164,2026-03-02,Furniture,4613.79,East,Jaipur,59,Basic,Cancelled,2408.65,S105,2026-05-22 08:48:00,user164@example.com,user164
U1165,2026-02-28,Groceries,1652.26,South,Jaipur,35,Premium,Completed,1387.08,S103,2026-01-20 01:56:00,user165@example.com,user165
U1166,2026-03-15,Electronics,2517.56,North,Jaipur,30,Basic,Cancelled,61.86,S102,2026-04-17 11:56:00,user166@example.com,user166
U1167,2026-02-05,Clothing,984.26,East,Jaipur,20,Basic,Completed,2359.7,S104,2026-06-10 10:32:00,user167@example.com,user167
U1168,2026-04-28,Electronics,1520.22,West,Jaipur,49,Basic,Completed,2776.81,S104,2026-01-28 23:07:00,user168@example.com,user168
U1169,2026-03-16,Furniture,1299.19,North,Pune,47,Basic,Completed,569.01,S105,2026-01-25 14:45:00,user169@example.com,user169
U1170,2026-02-12,Groceries,1760.21,South,Delhi,38,Basic,Cancelled,534.57,S102,2026-05-23 19:39:00,user170@example.com,
U1171,2026-06-28,Electronics,803.79,North,Jaipur,26,Premium,,1136.37,S104,2026-01-04 12:31:00,,user171
U1172,2026-04-11,Groceries,4952.57,West,Jaipur,58,Basic,Completed,1762.0,S105,2026-01-22 03:47:00,user172@example.com,user172
U1173,2026-04-13,Electronics,3125.39,North,Mumbai,43,Basic,Cancelled,2067.38,S105,2026-01-02 22:38:00,user173@example.com,user173
U1174,2026-05-20,Furniture,2082.57,North,Pune,59,Basic,Pending,2723.02,S105,2026-06-07 06:15:00,user174@example.com,user174
U1175,2026-05-03,Clothing,938.6,North,Jaipur,50,Premium,Cancelled,774.18,S104,2026-03-28 14:30:00,user175@example.com,user175
U1176,2026-03-24,Groceries,4823.0,South,Jaipur,32,Premium,Cancelled,2189.39,S103,2026-05-02 03:57:00,user176@example.com,user176
U1177,2026-05-07,Sports,2685.02,South,Mumbai,27,Premium,Completed,1598.42,S101,2026-04-14 13:49:00,user177@example.com,user177
U1178,2026-03-25,Furniture,1046.71,West,Delhi,44,Basic,Cancelled,1809.42,S103,2026-03-24 22:52:00,user178@example.com,user178
U1179,2026-06-25,Furniture,1331.83,East,Pune,53,Basic,Cancelled,494.87,S103,2026-05-30 09:40:00,user179@example.com,user179
U1180,2026-02-07,Groceries,739.84,North,Mumbai,39,Basic,Cancelled,2241.17,S105,2026-03-28 10:58:00,user180@example.com,user180
U1181,2026-02-04,Sports,4608.37,West,Delhi,59,Basic,Cancelled,52.18,S104,2026-02-26 12:29:00,user181@example.com,user181
U1182,2026-06-07,Clothing,466.02,South,Jaipur,31,Basic,Completed,2834.16,S103,2026-01-04 16:14:00,user182@example.com,user182
U1183,2026-04-18,Groceries,4813.31,South,Jaipur,54,Basic,Cancelled,2720.25,S104,2026-05-03 06:34:00,user183@example.com,user183
U1184,2026-01-24,Electronics,3644.34,West,Delhi,49,Premium,Completed,1316.47,S105,2026-02-02 05:14:00,user184@example.com,user184
U1185,2026-02-15,Clothing,1357.35,North,Delhi,18,Premium,Completed,214.46,S101,2026-06-24 14:58:00,user185@example.com,user185
U1186,2026-05-07,Clothing,1309.23,East,Jaipur,41,Premium,Pending,664.29,S104,2026-05-16 18:36:00,user186@example.com,user186
U1187,2026-03-23,Furniture,1673.68,North,Mumbai,57,Basic,Pending,1795.07,S102,2026-02-15 12:08:00,user187@example.com,user187
U1188,2026-06-07,Sports,568.0,North,Jaipur,58,Premium,Completed,2281.9,S101,2026-02-27 14:54:00,user188@example.com,user188
U1189,2026-06-17,Groceries,4451.06,West,Jaipur,43,Basic,Completed,124.16,S105,2026-03-08 03:01:00,user189@example.com,user189
U1190,2026-04-23,Furniture,2374.79,West,Jaipur,19,Basic,Pending,647.73,S105,2026-03-19 21:57:00,user190@example.com,user190
U1191,2026-03-01,Clothing,2379.72,North,Pune,52,Premium,Completed,2625.23,S105,2026-06-22 02:55:00,user191@example.com,user191
U1192,2026-04-18,Electronics,3529.08,South,Delhi,25,Basic,Completed,2528.06,S101,2026-03-25 09:10:00,user192@example.com,user192
U1193,2026-06-28,Furniture,1967.71,South,Jaipur,39,Basic,Completed,2456.08,S103,2026-03-31 13:35:00,user193@example.com,user193
U1194,2026-06-11,Electronics,465.66,West,Jaipur,21,Basic,Completed,856.44,S105,2026-05-12 21:04:00,user194@example.com,user194
U1195,2026-01-21,Furniture,4079.26,North,Jaipur,37,Premium,Pending,802.22,S104,2026-01-21 08:11:00,user195@example.com,user195
U1196,2026-05-24,Furniture,642.95,West,Jaipur,38,Basic,Pending,2109.0,S104,2026-06-02 05:21:00,user196@example.com,user196
U1197,2026-04-10,Clothing,2603.43,North,Jaipur,45,Premium,Completed,160.9,S103,2026-05-04 03:35:00,user197@example.com,user197
U1198,2026-04-16,Clothing,2754.26,North,Mumbai,47,Basic,Pending,2630.11,S101,2026-05-05 12:32:00,user198@example.com,user198
U1199,2026-04-27,Clothing,1333.15,West,Jaipur,36,Basic,Cancelled,143.81,S104,2026-01-25 11:46:00,user199@example.com,user199
U1200,2026-01-15,Groceries,1318.35,East,Jaipur,24,Premium,Cancelled,,S104,2026-04-26 17:43:00,user200@example.com,user200
U1201,2026-04-08,Sports,2007.41,West,Delhi,58,Premium,Cancelled,73.04,S103,2026-06-03 03:27:00,user201@example.com,user201
